PPO algorithm_train,selective charge @ rate 16.0 A_train,optimal greedy_train,PPO algorithm_eval,selective charge @ rate 16.0 A_eval,optimal greedy_eval
-4.718444673750713,-1.4773426070990767,-0.4554436692856217,-13.982309636960379,-1.7819122677381283,-0.2207088948280356
-18.87059369779113,-3.788645189841578,-0.9670741394483106,-8.25510432150407,-2.005365054740587,-0.9686688717441699
-5.473544732192978,-1.7178189840875544,-0.5193254007064009,-1.9047697656552727,1.8681637433596384e-15,-0.14485681851504498
-16.085315942544227,-2.5372535541425862,-0.9887712858652598,-0.3640322157426047,-0.09747112280882743,-0.11662057294385089
-7.70619886383933,-2.6233178660562944,-1.0386468934844177,-0.431735347631785,-0.030443854752795832,-0.0008485245329357319
-14.0896914836562,-1.6162972568786969,-1.1901053003101167,-0.19322551355729403,-0.49335627808284577,-0.0013115098614617407
-6.5423268818022295,-0.9255506740938418,-0.42469294205883557,-1.439574506235473,-0.5648943139077035,-0.19052886492639032
-8.823977969617824,-2.8938963093982624,-0.39784057735802525,1.8788389647502653e-15,7.472654973438553e-16,2.8182584471253972e-15
-5.499420804244247,-0.8950984917612248,-0.4249547565067429,-4.551790574485592,-2.5269495428370368,-0.25360873703316145
-14.641623163293135,-0.28037299794834747,-0.04149601454144622,-7.439045400269198,-0.11169601113529581,-0.004770026532827409
-1.8814228204960102,-0.8652641716590996,-0.5112628804346555,-0.7099088504908931,3.672276158375517e-15,-0.048901980972486936
-10.88175696391997,-2.001679564714425,-0.4903172882021517,-4.636312327588014,-2.1726586613473358,-1.0591208146160116
-18.011398995463313,-1.417293533962631,-1.3960223713033237,-7.525397458125926,-2.1419236345934305,-0.6382539254695542
-3.31011319135183,-0.6914094617607989,-1.1682717670694436,-0.9511037649813916,-0.04982084537774985,-0.002485420500408231
-5.777875252000275,-1.7050061762676831,-0.12388185810478586,-11.50778386493301,-1.9536832621050773,-1.5837538295189935
-10.326577869273,-0.3215101423661307,-0.1953915262461392,-10.4545021236676,-0.1121480008655337,-0.0007364100251505477
-4.587065096163727,-1.8140737941895313,-1.390682762728763,-0.6592097805949375,-0.888589743589743,5.017354053594456e-16
-12.157325571079058,-0.5046516952304474,-0.0031583265039303522,-0.06167786037565541,-0.0051633773695034186,-0.0012054778774236567
-5.587261137812719,-1.349792272738288,-0.8391549591317492,-26.070334679059542,-2.2538423472900035,-0.4059513839098057
-27.930065744639887,-1.5716776868338624,-1.9365458306874228,-13.998570993923556,-0.09832718316292581,-0.003992452381633992
-33.156210857142135,-3.2581466815370264,-0.7561824733253559,-13.892050190116237,-0.347710666173358,-0.06157695278981883
-3.8828556649320216,-1.0429088874836736,-0.42663081693203825,-0.974088494038633,-0.17121841088985443,-0.0002464912643262557
-22.004757301570827,-0.28361130715368216,-0.003931358688762195,-5.8675376459880475,-0.7851366582234315,-0.11171006456941421
-37.857426595192074,-0.9087756820868056,-0.005399499935642513,-17.879365464305625,-2.133982593302744,-0.35957603934586624
-16.17799637680768,-2.3050263104290183,-0.5338571083951285,-1.9293599885272557,-0.41643784017581925,3.2559425241410844e-15
-6.552861720873862,-3.178210915044279,-1.3043698889052744,-0.3017751972689717,-0.085773252267776,-0.0022540998230418576
-4.779580501948896,-0.018293163144835648,-0.08369091349722399,-0.19234612031278447,-0.09840894928318862,-0.0007335138945646103
-2.3443372905274047,-0.8157273116731139,-0.24171102352575285,-2.8977706890324892,-0.15459327219075916,-0.0026973782869528077
-3.848905103557532,-0.5838171939094033,-0.3565396296229848,-1.3624880997388802,5.978123978750842e-16,-0.07998926346975342
-42.62735562494111,-1.0118870646813654,-1.5406222396342109,-4.366941543328023,6.725389476094698e-16,-0.000394205357824979
